Rk,Team,Date,xG,h_a,Opp,Comp,Round,TieRslt,Result,GF,GA,GD,Poss,G-PK,PK,PKatt,PKm,xG,npxG,xGD,npxGD,xAG,xA,G-xG,np:G-xG,A-xAG,npxG/Sh,Sh,G/Sh,G/SoT,SoT,SoT%,Dist,FK,Match Report
1349,nl Ajax,2018-11-27,2.2,@,gr AEK Athens,Champions League,Group,,W 2-0,2,0,+2,66,1,1,1,0,2.2,1.4,+1.8,+1.0,1.2,1.0,-0.2,-0.4,-0.2,0.09,15,0.07,0.25,4,26.7,19.3,2,Match Report
1350,ch Young Boys,2018-11-27,0.6,@,eng Manchester Utd,Champions League,Group,,L 0-1,0,1,-1,34,0,0,0,0,0.6,0.6,-0.7,-0.7,0.5,0.5,-0.6,-0.6,-0.5,0.06,11,0.00,,0,0.0,20.4,1,Match Report
1351,es Real Madrid,2018-11-27,1.7,@,it Roma,Champions League,Group,,W 2-0,2,0,+2,59,2,0,0,0,1.7,1.7,-0.3,-0.3,1.7,1.7,+0.3,+0.3,-0.7,0.16,11,0.18,0.29,7,63.6,19.0,0,Match Report
1352,pt Benfica,2018-11-27,0.5,@,de Bayern Munich,Champions League,Group,,L 1-5,1,5,-4,42,1,0,0,0,0.5,0.5,-1.5,-1.5,0.4,0.2,+0.5,+0.5,+0.6,0.08,6,0.17,0.50,2,33.3,21.3,0,Match Report
1353,eng Manchester City,2018-11-27,1.0,@,fr Lyon,Champions League,Group,,D 2-2,2,2,0,59,2,0,0,0,1.0,1.0,-1.4,-1.4,1.0,1.6,+1.0,+1.0,0.0,0.08,13,0.15,0.33,6,46.2,19.6,0,Match Report
1354,it Roma,2018-11-27,2.1,,es Real Madrid,Champions League,Group,,L 0-2,0,2,-2,41,0,0,0,0,2.1,2.1,+0.3,+0.3,1.8,1.8,-2.1,-2.1,-1.8,0.15,17,0.00,0.00,5,29.4,18.3,1,Match Report
1355,gr AEK Athens,2018-11-27,0.4,,nl Ajax,Champions League,Group,,L 0-2,0,2,-2,34,0,0,0,0,0.4,0.4,-1.8,-1.0,0.3,0.4,-0.4,-0.4,-0.3,0.07,5,0.00,0.00,2,40.0,19.4,0,Match Report
1356,fr Lyon,2018-11-27,2.3,,eng Manchester City,Champions League,Group,,D 2-2,2,2,0,41,2,0,0,0,2.3,2.3,+1.4,+1.4,2.2,1.6,-0.3,-0.3,-1.2,0.20,12,0.17,0.50,4,33.3,17.2,2,Match Report
1357,es Valencia,2018-11-27,0.3,@,it Juventus,Champions League,Group,,L 0-1,0,1,-1,44,0,0,0,0,0.3,0.3,-1.5,-1.5,0.2,0.4,-0.3,-0.3,-0.2,0.04,6,0.00,0.00,1,16.7,19.1,0,Match Report
1358,it Juventus,2018-11-27,1.8,,es Valencia,Champions League,Group,,W 1-0,1,0,+1,56,1,0,0,0,1.8,1.8,+1.5,+1.5,1.5,1.6,-0.8,-0.8,-0.5,0.09,20,0.05,0.17,6,30.0,18.8,1,Match Report
1359,ua Shakhtar,2018-11-27,2.1,@,de Hoffenheim,Champions League,Group,,W 3-2,3,2,+1,41,3,0,0,0,2.1,2.1,+0.8,+0.8,2.1,1.3,+0.9,+0.9,+0.9,0.18,12,0.25,0.38,8,66.7,15.6,0,Match Report
1360,ru CSKA Moscow,2018-11-27,2.2,,cz Viktoria Plzeň,Champions League,Group,,L 1-2,1,2,-1,53,0,1,1,0,2.2,1.4,+0.2,+0.4,1.3,0.8,-1.2,-1.4,-1.3,0.10,14,0.00,0.00,4,28.6,21.0,0,Match Report
1361,cz Viktoria Plzeň,2018-11-07,0.5,,es Real Madrid,Champions League,Group,,L 0-5,0,5,-5,38,0,0,0,0,0.5,0.5,-1.1,-1.1,0.4,0.4,-0.5,-0.5,-0.4,0.05,10,0.00,0.00,2,20.0,21.1,0,Match Report
1362,de Hoffenheim,2018-11-07,1.9,@,fr Lyon,Champions League,Group,,D 2-2,2,2,0,49,2,0,0,0,1.9,1.9,-0.5,-0.5,1.3,1.5,+0.1,+0.1,-0.3,0.12,16,0.13,0.33,6,37.5,18.3,0,Match Report
1363,de Bayern Munich,2018-11-07,2.7,,gr AEK Athens,Champions League,Group,,W 2-0,2,0,+2,61,1,1,1,0,2.7,2.0,+2.3,+1.5,1.1,1.1,-0.7,-1.0,-1.1,0.11,18,0.06,0.14,7,38.9,16.7,2,Match Report
1364,eng Manchester Utd,2018-11-07,0.8,@,it Juventus,Champions League,Group,,W 2-1,2,1,+1,45,1,0,0,0,0.8,0.8,-1.1,-1.1,0.6,0.7,+0.2,+0.2,-0.6,0.09,9,0.11,0.33,3,33.3,18.5,2,Match Report
1365,nl Ajax,2018-11-07,1.6,@,pt Benfica,Champions League,Group,,D 1-1,1,1,0,57,1,0,0,0,1.6,1.6,+0.3,+0.3,1.0,0.7,-0.6,-0.6,0.0,0.17,10,0.10,0.25,4,40.0,20.0,2,Match Report
1366,ch Young Boys,2018-11-07,1.0,@,es Valencia,Champions League,Group,,L 1-3,1,3,-2,45,1,0,0,0,1.0,1.0,-0.9,-0.9,0.9,0.5,0.0,0.0,-0.9,0.09,11,0.09,0.50,2,18.2,20.5,0,Match Report
1367,es Real Madrid,2018-11-07,1.6,@,cz Viktoria Plzeň,Champions League,Group,,W 5-0,5,0,+5,62,5,0,0,0,1.6,1.6,+1.1,+1.1,1.4,1.6,+3.4,+3.4,+2.6,0.11,15,0.33,0.83,6,40.0,15.7,0,Match Report
1368,pt Benfica,2018-11-07,1.4,,nl Ajax,Champions League,Group,,D 1-1,1,1,0,43,1,0,0,0,1.4,1.4,-0.3,-0.3,1.1,0.7,-0.4,-0.4,-0.1,0.12,12,0.08,0.13,8,66.7,15.9,0,Match Report
1369,eng Manchester City,2018-11-07,3.4,,ua Shakhtar,Champions League,Group,,W 6-0,6,0,+6,62,4,2,2,0,3.4,1.8,+3.0,+1.4,1.7,1.9,+2.6,+2.2,+1.3,0.14,13,0.31,0.67,6,46.2,19.4,0,Match Report
1370,it Roma,2018-11-07,2.4,@,ru CSKA Moscow,Champions League,Group,,W 2-1,2,1,+1,49,2,0,0,0,2.4,2.4,+1.3,+1.3,2.0,1.1,-0.4,-0.4,-1.0,0.14,17,0.12,0.33,6,35.3,17.7,3,Match Report
1371,gr AEK Athens,2018-11-07,0.4,@,de Bayern Munich,Champions League,Group,,L 0-2,0,2,-2,39,0,0,0,0,0.4,0.4,-2.3,-1.5,0.4,0.2,-0.4,-0.4,-0.4,0.15,3,0.00,,0,0.0,15.8,0,Match Report
1372,fr Lyon,2018-11-07,2.5,,de Hoffenheim,Champions League,Group,,D 2-2,2,2,0,51,2,0,0,0,2.5,2.5,+0.5,+0.5,2.2,1.5,-0.5,-0.5,-1.2,0.10,28,0.07,0.18,11,39.3,16.0,0,Match Report
1373,es Valencia,2018-11-07,1.8,,ch Young Boys,Champions League,Group,,W 3-1,3,1,+2,55,3,0,0,0,1.8,1.8,+0.9,+0.9,1.0,0.6,+1.2,+1.2,0.0,0.19,10,0.30,0.60,5,50.0,16.2,1,Match Report
1374,it Juventus,2018-11-07,1.9,,eng Manchester Utd,Champions League,Group,,L 1-2,1,2,-1,55,1,0,0,0,1.9,1.9,+1.1,+1.1,1.8,1.6,-0.9,-0.9,-0.8,0.08,23,0.04,0.33,3,13.0,20.1,1,Match Report
1375,ua Shakhtar,2018-11-07,0.4,@,eng Manchester City,Champions League,Group,,L 0-6,0,6,-6,38,0,0,0,0,0.4,0.4,-3.0,-1.4,0.3,0.2,-0.4,-0.4,-0.3,0.05,8,0.00,0.00,2,25.0,23.7,1,Match Report
1376,ru CSKA Moscow,2018-11-07,1.1,,it Roma,Champions League,Group,,L 1-2,1,2,-1,51,1,0,0,0,1.1,1.1,-1.3,-1.3,0.9,0.4,-0.1,-0.1,+0.1,0.11,12,0.08,0.17,6,50.0,21.5,1,Match Report
1377,rs Red Star,2018-11-06,0.7,,eng Liverpool,Champions League,Group,,W 2-0,2,0,+2,28,2,0,0,0,0.7,0.7,-1.4,-1.4,0.6,0.3,+1.3,+1.3,+0.4,0.08,10,0.20,0.50,4,40.0,17.9,0,Match Report
1378,es Barcelona,2018-11-06,1.6,@,it Inter,Champions League,Group,,D 1-1,1,1,0,65,1,0,0,0,1.6,1.6,+0.7,+0.7,1.3,0.7,-0.6,-0.6,-0.3,0.06,26,0.04,0.13,8,30.8,19.7,0,Match Report
1379,eng Tottenham,2018-11-06,3.5,,nl PSV Eindhoven,Champions League,Group,,W 2-1,2,1,+1,75,2,0,0,0,3.5,3.5,+2.8,+2.8,2.8,2.5,-1.5,-1.5,-0.8,0.13,30,0.07,0.22,9,30.0,15.3,0,Match Report
1380,ru Loko Moscow,2018-11-06,0.7,@,pt Porto,Champions League,Group,,L 1-4,1,4,-3,47,1,0,0,0,0.7,0.7,-0.8,-0.8,0.6,1.7,+0.3,+0.3,+0.4,0.05,14,0.07,0.50,2,14.3,18.3,0,Match Report
1381,pt Porto,2018-11-06,1.4,,ru Loko Moscow,Champions League,Group,,W 4-1,4,1,+3,53,4,0,0,0,1.4,1.4,+0.8,+0.8,1.1,0.7,+2.6,+2.6,+1.9,0.10,14,0.29,0.57,7,50.0,18.1,0,Match Report
1382,eng Liverpool,2018-11-06,2.2,@,rs Red Star,Champions League,Group,,L 0-2,0,2,-2,72,0,0,0,0,2.2,2.2,+1.4,+1.4,1.7,1.6,-2.2,-2.2,-1.7,0.10,23,0.00,0.00,4,17.4,13.8,0,Match Report
1383,de Dortmund,2018-11-06,0.6,@,es Atlético Madrid,Champions League,Group,,L 0-2,0,2,-2,68,0,0,0,0,0.6,0.6,-0.9,-0.9,0.6,0.8,-0.6,-0.6,-0.6,0.15,4,0.00,,0,0.0,22.5,0,Match Report
1384,de Schalke 04,2018-11-06,1.5,,tr Galatasaray,Champions League,Group,,W 2-0,2,0,+2,45,2,0,0,0,1.5,1.5,+0.8,+0.8,0.8,0.5,+0.5,+0.5,+0.2,0.14,11,0.18,0.40,5,45.5,17.8,0,Match Report
1385,it Napoli,2018-11-06,2.0,,fr Paris S-G,Champions League,Group,,D 1-1,1,1,0,44,0,1,1,0,2.0,1.3,+0.8,0.0,1.1,0.7,-1.0,-1.3,-1.1,0.07,19,0.00,0.00,3,15.8,23.0,1,Match Report
1386,it Inter,2018-11-06,1.0,,es Barcelona,Champions League,Group,,D 1-1,1,1,0,35,1,0,0,0,1.0,1.0,-0.7,-0.7,0.5,0.5,0.0,0.0,-0.5,0.10,10,0.10,1.00,1,10.0,13.1,0,Match Report
1387,es Atlético Madrid,2018-11-06,1.5,,de Dortmund,Champions League,Group,,W 2-0,2,0,+2,32,2,0,0,0,1.5,1.5,+0.9,+0.9,1.4,0.5,+0.5,+0.5,+0.6,0.10,15,0.13,0.29,7,46.7,18.2,0,Match Report
1388,fr Paris S-G,2018-11-06,1.3,@,it Napoli,Champions League,Group,,D 1-1,1,1,0,56,1,0,0,0,1.3,1.3,-0.8,0.0,1.2,1.0,-0.3,-0.3,-0.2,0.14,9,0.11,0.33,3,33.3,17.9,1,Match Report
1389,nl PSV Eindhoven,2018-11-06,0.6,@,eng Tottenham,Champions League,Group,,L 1-2,1,2,-1,25,1,0,0,0,0.6,0.6,-2.8,-2.8,0.6,0.3,+0.4,+0.4,+0.4,0.08,8,0.13,0.25,4,50.0,14.1,0,Match Report
1390,tr Galatasaray,2018-11-06,0.7,@,de Schalke 04,Champions League,Group,,L 0-2,0,2,-2,55,0,0,0,0,0.7,0.7,-0.8,-0.8,0.6,0.5,-0.7,-0.7,-0.6,0.09,8,0.00,,0,0.0,23.7,1,Match Report
1391,be Club Brugge,2018-11-06,1.9,@,fr Monaco,Champions League,Group,,W 4-0,4,0,+4,36,3,1,1,0,1.9,1.1,+0.7,0.0,0.2,0.1,+2.1,+1.9,+0.8,0.18,6,0.50,0.60,5,83.3,20.5,0,Match Report
1392,fr Monaco,2018-11-06,1.1,,be Club Brugge,Champions League,Group,,L 0-4,0,4,-4,64,0,0,0,0,1.1,1.1,-0.7,0.0,0.9,1.1,-1.1,-1.1,-0.9,0.08,15,0.00,0.00,6,40.0,21.4,1,Match Report
1393,rs Red Star,2018-10-24,0.5,@,eng Liverpool,Champions League,Group,,L 0-4,0,4,-4,35,0,0,0,0,0.5,0.5,-4.5,-2.8,0.5,0.3,-0.5,-0.5,-0.5,0.13,4,0.00,,0,0.0,19.7,0,Match Report
1394,es Barcelona,2018-10-24,2.2,,it Inter,Champions League,Group,,W 2-0,2,0,+2,67,2,0,0,0,2.2,2.2,+1.2,+1.2,1.5,1.3,-0.2,-0.2,+0.5,0.11,21,0.10,0.18,11,52.4,17.7,3,Match Report
1395,eng Tottenham,2018-10-24,2.0,@,nl PSV Eindhoven,Champions League,Group,,D 2-2,2,2,0,70,2,0,0,0,2.0,2.0,+1.1,+1.1,1.8,1.8,0.0,0.0,+0.2,0.09,24,0.08,0.22,9,37.5,18.8,3,Match Report
1396,ru Loko Moscow,2018-10-24,2.1,,pt Porto,Champions League,Group,,L 1-3,1,3,-2,39,1,0,1,1,2.1,1.3,+0.6,+0.6,1.7,1.5,-1.1,-0.3,-0.7,0.16,11,0.09,0.25,4,36.4,19.7,1,Match Report
1397,pt Porto,2018-10-24,1.5,@,ru Loko Moscow,Champions League,Group,,W 3-1,3,1,+2,61,2,1,1,0,1.5,0.7,-0.6,-0.6,0.5,0.9,+1.5,+1.3,+1.5,0.07,10,0.20,0.50,4,40.0,19.9,1,Match Report
1398,eng Liverpool,2018-10-24,5.0,,rs Red Star,Champions League,Group,,W 4-0,4,0,+4,65,3,1,2,1,5.0,3.3,+4.5,+2.8,3.2,2.1,-1.0,-0.3,-0.2,0.17,19,0.16,0.33,9,47.4,19.5,1,Match Report
1399,de Dortmund,2018-10-24,2.0,,es Atlético Madrid,Champions League,Group,,W 4-0,4,0,+4,49,4,0,0,0,2.0,2.0,+1.3,+1.3,1.7,1.7,+2.0,+2.0,+1.3,0.18,11,0.36,0.80,5,45.5,18.7,0,Match Report
1400,de Schalke 04,2018-10-24,2.2,@,tr Galatasaray,Champions League,Group,,D 0-0,0,0,0,42,0,0,0,0,2.2,2.2,+1.6,+1.6,1.8,1.6,-2.2,-2.2,-1.8,0.14,17,0.00,0.00,6,35.3,18.5,0,Match Report
1401,it Napoli,2018-10-24,1.7,@,fr Paris S-G,Champions League,Group,,D 2-2,2,2,0,47,2,0,0,0,1.7,1.7,+0.6,+0.6,1.2,1.0,+0.3,+0.3,-0.2,0.13,14,0.14,0.40,5,35.7,17.8,0,Match Report
1402,it Inter,2018-10-24,1.0,@,es Barcelona,Champions League,Group,,L 0-2,0,2,-2,33,0,0,0,0,1.0,1.0,-1.2,-1.2,0.9,0.7,-1.0,-1.0,-0.9,0.11,9,0.00,0.00,2,22.2,18.6,0,Match Report
1403,es Atlético Madrid,2018-10-24,0.6,@,de Dortmund,Champions League,Group,,L 0-4,0,4,-4,51,0,0,0,0,0.6,0.6,-1.3,-1.3,0.6,1.2,-0.6,-0.6,-0.6,0.05,13,0.00,0.00,2,15.4,16.4,0,Match Report
1404,fr Paris S-G,2018-10-24,1.1,,it Napoli,Champions League,Group,,D 2-2,2,2,0,53,1,0,0,0,1.1,1.1,-0.6,-0.6,0.9,1.4,-0.1,-0.1,+0.1,0.07,16,0.06,0.17,6,37.5,18.0,2,Match Report
1405,nl PSV Eindhoven,2018-10-24,0.9,,eng Tottenham,Champions League,Group,,D 2-2,2,2,0,30,2,0,0,0,0.9,0.9,-1.1,-1.1,0.6,0.3,+1.1,+1.1,+0.4,0.08,12,0.17,0.67,3,25.0,21.2,3,Match Report
1406,tr Galatasaray,2018-10-24,0.6,,de Schalke 04,Champions League,Group,,D 0-0,0,0,0,58,0,0,0,0,0.6,0.6,-1.6,-1.6,0.5,0.3,-0.6,-0.6,-0.5,0.08,7,0.00,0.00,2,28.6,27.6,1,Match Report
1407,be Club Brugge,2018-10-24,1.5,,fr Monaco,Champions League,Group,,D 1-1,1,1,0,59,1,0,0,0,1.5,1.5,+0.7,+0.7,1.3,1.4,-0.5,-0.5,-0.3,0.10,15,0.07,0.20,5,33.3,17.8,1,Match Report
1408,fr Monaco,2018-10-24,0.8,@,be Club Brugge,Champions League,Group,,D 1-1,1,1,0,41,1,0,0,0,0.8,0.8,-0.7,-0.7,0.7,0.6,+0.2,+0.2,+0.3,0.09,9,0.11,0.33,3,33.3,19.3,0,Match Report
1409,cz Viktoria Plzeň,2018-10-23,1.6,@,es Real Madrid,Champions League,Group,,L 1-2,1,2,-1,32,1,0,0,0,1.6,1.6,-1.0,-1.0,1.2,0.6,-0.6,-0.6,-0.2,0.16,10,0.10,0.50,2,20.0,17.8,0,Match Report
1410,de Hoffenheim,2018-10-23,4.1,,fr Lyon,Champions League,Group,,D 3-3,3,3,0,55,3,0,0,0,4.1,4.1,+2.6,+2.6,3.4,2.5,-1.1,-1.1,-1.4,0.16,26,0.12,0.33,9,34.6,16.8,0,Match Report
1411,de Bayern Munich,2018-10-23,2.3,@,gr AEK Athens,Champions League,Group,,W 2-0,2,0,+2,66,2,0,0,0,2.3,2.3,+2.0,+2.0,2.1,2.5,-0.3,-0.3,-1.1,0.13,19,0.11,0.29,7,36.8,15.2,0,Match Report
1412,eng Manchester Utd,2018-10-23,0.3,,it Juventus,Champions League,Group,,L 0-1,0,1,-1,40,0,0,0,0,0.3,0.3,-1.0,-1.0,0.2,0.4,-0.3,-0.3,-0.2,0.05,6,0.00,0.00,2,33.3,21.8,0,Match Report
1413,nl Ajax,2018-10-23,1.5,,pt Benfica,Champions League,Group,,W 1-0,1,0,+1,58,1,0,0,0,1.5,1.5,+0.8,+0.8,1.2,0.8,-0.5,-0.5,-1.2,0.09,17,0.06,0.11,9,52.9,22.2,2,Match Report
1414,ch Young Boys,2018-10-23,1.9,,es Valencia,Champions League,Group,,D 1-1,1,1,0,45,0,1,1,0,1.9,1.2,+1.0,+0.3,0.8,1.1,-0.9,-1.2,-0.8,0.07,17,0.00,0.00,6,35.3,17.9,1,Match Report
1415,es Real Madrid,2018-10-23,2.6,,cz Viktoria Plzeň,Champions League,Group,,W 2-1,2,1,+1,68,2,0,0,0,2.6,2.6,+1.0,+1.0,2.1,1.8,-0.6,-0.6,-0.1,0.14,19,0.11,0.25,8,42.1,13.3,0,Match Report
1416,pt Benfica,2018-10-23,0.7,@,nl Ajax,Champions League,Group,,L 0-1,0,1,-1,42,0,0,0,0,0.7,0.7,-0.8,-0.8,0.5,0.9,-0.7,-0.7,-0.5,0.05,13,0.00,0.00,2,15.4,18.7,1,Match Report
1417,eng Manchester City,2018-10-23,2.6,@,ua Shakhtar,Champions League,Group,,W 3-0,3,0,+3,52,3,0,0,0,2.6,2.6,+1.5,+1.5,2.3,1.7,+0.4,+0.4,-0.3,0.11,24,0.13,0.60,5,20.8,16.9,0,Match Report
1418,it Roma,2018-10-23,2.3,,ru CSKA Moscow,Champions League,Group,,W 3-0,3,0,+3,53,3,0,0,0,2.3,2.3,+1.8,+1.8,2.1,1.7,+0.7,+0.7,+0.9,0.12,20,0.15,0.25,12,60.0,18.6,0,Match Report
1419,gr AEK Athens,2018-10-23,0.3,,de Bayern Munich,Champions League,Group,,L 0-2,0,2,-2,34,0,0,0,0,0.3,0.3,-2.0,-2.0,0.2,0.3,-0.3,-0.3,-0.2,0.05,6,0.00,0.00,1,16.7,17.2,0,Match Report
1420,fr Lyon,2018-10-23,1.5,@,de Hoffenheim,Champions League,Group,,D 3-3,3,3,0,45,3,0,0,0,1.5,1.5,-2.6,-2.6,1.1,0.6,+1.5,+1.5,+0.9,0.13,12,0.25,0.50,6,50.0,14.4,0,Match Report
1421,es Valencia,2018-10-23,0.9,@,ch Young Boys,Champions League,Group,,D 1-1,1,1,0,55,1,0,0,0,0.9,0.9,-1.0,-0.3,0.7,0.9,+0.1,+0.1,+0.3,0.11,8,0.13,0.50,2,25.0,19.5,1,Match Report
1422,it Juventus,2018-10-23,1.3,@,eng Manchester Utd,Champions League,Group,,W 1-0,1,0,+1,60,1,0,0,0,1.3,1.3,+1.0,+1.0,1.0,1.0,-0.3,-0.3,0.0,0.10,14,0.07,0.20,5,35.7,16.7,1,Match Report
1423,ua Shakhtar,2018-10-23,1.1,,eng Manchester City,Champions League,Group,,L 0-3,0,3,-3,48,0,0,0,0,1.1,1.1,-1.5,-1.5,0.8,0.8,-1.1,-1.1,-0.8,0.08,14,0.00,0.00,2,14.3,14.9,0,Match Report
1424,ru CSKA Moscow,2018-10-23,0.5,@,it Roma,Champions League,Group,,L 0-3,0,3,-3,47,0,0,0,0,0.5,0.5,-1.8,-1.8,0.6,0.6,-0.5,-0.5,-0.6,0.04,13,0.00,0.00,4,30.8,23.1,0,Match Report
1425,rs Red Star,2018-10-03,0.3,@,fr Paris S-G,Champions League,Group,,L 1-6,1,6,-5,27,1,0,0,0,0.3,0.3,-5.1,-5.1,0.2,0.2,+0.7,+0.7,+0.8,0.05,5,0.20,0.33,3,60.0,19.4,0,Match Report
1426,es Barcelona,2018-10-03,1.4,@,eng Tottenham,Champions League,Group,,W 4-2,4,2,+2,61,4,0,0,0,1.4,1.4,+0.8,+0.8,1.4,1.3,+2.6,+2.6,+2.6,0.10,13,0.31,0.50,8,61.5,18.7,0,Match Report
1427,eng Tottenham,2018-10-03,0.5,,es Barcelona,Champions League,Group,,L 2-4,2,4,-2,39,2,0,0,0,0.5,0.5,-0.8,-0.8,0.5,0.5,+1.5,+1.5,+1.5,0.06,9,0.22,0.40,5,55.6,16.9,0,Match Report
1428,ru Loko Moscow,2018-10-03,0.7,,de Schalke 04,Champions League,Group,,L 0-1,0,1,-1,48,0,0,0,0,0.7,0.7,-0.3,-0.3,0.5,0.4,-0.7,-0.7,-0.5,0.05,14,0.00,0.00,1,7.1,19.2,0,Match Report
1429,pt Porto,2018-10-03,1.8,,tr Galatasaray,Champions League,Group,,W 1-0,1,0,+1,57,1,0,0,0,1.8,1.8,+0.3,+0.3,1.7,1.1,-0.8,-0.8,-0.7,0.11,17,0.06,0.20,5,29.4,15.9,2,Match Report
1430,eng Liverpool,2018-10-03,0.1,@,it Napoli,Champions League,Group,,L 0-1,0,1,-1,43,0,0,0,0,0.1,0.1,-1.8,-1.8,0.0,0.5,-0.1,-0.1,0.0,0.04,4,0.00,,0,0.0,24.0,0,Match Report
1431,de Dortmund,2018-10-03,3.2,,fr Monaco,Champions League,Group,,W 3-0,3,0,+3,58,3,0,1,1,3.2,2.4,+2.7,+1.9,2.4,1.8,-0.2,+0.6,+0.6,0.17,14,0.21,0.50,6,42.9,19.6,0,Match Report
1432,de Schalke 04,2018-10-03,1.0,@,ru Loko Moscow,Champions League,Group,,W 1-0,1,0,+1,52,1,0,0,0,1.0,1.0,+0.3,+0.3,0.7,0.6,0.0,0.0,+0.3,0.07,14,0.07,0.20,5,35.7,19.7,0,Match Report
1433,it Napoli,2018-10-03,1.9,,eng Liverpool,Champions League,Group,,W 1-0,1,0,+1,57,1,0,0,0,1.9,1.9,+1.8,+1.8,1.7,1.2,-0.9,-0.9,-0.7,0.16,14,0.07,0.20,5,35.7,19.8,0,Match Report
1434,it Inter,2018-10-03,2.6,@,nl PSV Eindhoven,Champions League,Group,,W 2-1,2,1,+1,59,2,0,0,0,2.6,2.6,+1.9,+1.9,2.2,1.8,-0.6,-0.6,-1.2,0.11,24,0.08,0.25,8,33.3,18.4,1,Match Report
1435,es Atlético Madrid,2018-10-03,1.8,,be Club Brugge,Champions League,Group,,W 3-1,3,1,+2,60,3,0,0,0,1.8,1.8,+1.2,+1.2,1.1,1.4,+1.2,+1.2,+1.9,0.12,15,0.20,0.50,6,40.0,15.7,0,Match Report
1436,fr Paris S-G,2018-10-03,5.4,,rs Red Star,Champions League,Group,,W 6-1,6,1,+5,73,6,0,0,0,5.4,5.4,+5.1,+5.1,5.2,3.5,+0.6,+0.6,-2.2,0.17,34,0.18,0.35,17,50.0,14.2,2,Match Report
1437,nl PSV Eindhoven,2018-10-03,0.7,,it Inter,Champions League,Group,,L 1-2,1,2,-1,41,1,0,0,0,0.7,0.7,-1.9,-1.9,0.5,1.3,+0.3,+0.3,+0.5,0.06,12,0.08,0.25,4,33.3,18.8,1,Match Report
1438,tr Galatasaray,2018-10-03,1.5,@,pt Porto,Champions League,Group,,L 0-1,0,1,-1,43,0,0,0,0,1.5,1.5,-0.3,-0.3,1.5,1.3,-1.5,-1.5,-1.5,0.14,11,0.00,0.00,3,27.3,14.8,1,Match Report
1439,be Club Brugge,2018-10-03,0.6,@,es Atlético Madrid,Champions League,Group,,L 1-3,1,3,-2,40,1,0,0,0,0.6,0.6,-1.2,-1.2,0.6,0.6,+0.4,+0.4,+0.4,0.09,7,0.14,1.00,1,14.3,16.5,0,Match Report
1440,fr Monaco,2018-10-03,0.5,@,de Dortmund,Champions League,Group,,L 0-3,0,3,-3,42,0,0,0,0,0.5,0.5,-2.7,-1.9,0.4,0.8,-0.5,-0.5,-0.4,0.05,10,0.00,0.00,5,50.0,20.1,0,Match Report
1441,cz Viktoria Plzeň,2018-10-02,0.3,@,it Roma,Champions League,Group,,L 0-5,0,5,-5,35,0,0,0,0,0.3,0.3,-2.7,-2.7,0.2,0.4,-0.3,-0.3,-0.2,0.05,7,0.00,0.00,1,14.3,22.8,0,Match Report
1442,de Hoffenheim,2018-10-02,0.6,,eng Manchester City,Champions League,Group,,L 1-2,1,2,-1,34,1,0,0,0,0.6,0.6,-1.7,-1.7,0.5,0.3,+0.4,+0.4,+0.5,0.11,5,0.20,0.50,2,40.0,23.2,0,Match Report
1443,de Bayern Munich,2018-10-02,1.5,,nl Ajax,Champions League,Group,,D 1-1,1,1,0,59,1,0,0,0,1.5,1.5,+0.3,+0.3,1.3,1.8,-0.5,-0.5,-0.3,0.10,15,0.07,0.25,4,26.7,16.7,1,Match Report
1444,eng Manchester Utd,2018-10-02,0.9,,es Valencia,Champions League,Group,,D 0-0,0,0,0,52,0,0,0,0,0.9,0.9,+0.5,+0.5,0.5,0.8,-0.9,-0.9,-0.5,0.05,18,0.00,0.00,4,22.2,18.7,4,Match Report
1445,nl Ajax,2018-10-02,1.2,@,de Bayern Munich,Champions League,Group,,D 1-1,1,1,0,41,1,0,0,0,1.2,1.2,-0.3,-0.3,1.1,1.4,-0.2,-0.2,-0.1,0.08,15,0.07,0.14,7,46.7,21.5,1,Match Report
1446,ch Young Boys,2018-10-02,0.2,@,it Juventus,Champions League,Group,,L 0-3,0,3,-3,40,0,0,0,0,0.2,0.2,-3.1,-3.1,0.2,0.4,-0.2,-0.2,-0.2,0.04,6,0.00,0.00,1,16.7,25.6,0,Match Report
1447,es Real Madrid,2018-10-02,2.2,@,ru CSKA Moscow,Champions League,Group,,L 0-1,0,1,-1,72,0,0,0,0,2.2,2.2,+1.7,+1.7,1.9,1.4,-2.2,-2.2,-1.9,0.08,26,0.00,0.00,4,15.4,17.3,0,Match Report
1448,pt Benfica,2018-10-02,1.2,@,gr AEK Athens,Champions League,Group,,W 3-2,3,2,+1,36,3,0,0,0,1.2,1.2,-1.7,-1.7,0.8,0.6,+1.8,+1.8,+0.2,0.11,11,0.27,0.50,6,54.5,14.2,0,Match Report
1449,eng Manchester City,2018-10-02,2.2,@,de Hoffenheim,Champions League,Group,,W 2-1,2,1,+1,66,2,0,0,0,2.2,2.2,+1.7,+1.7,1.1,1.9,-0.2,-0.2,-1.1,0.15,15,0.13,0.33,6,40.0,15.7,0,Match Report
1450,it Roma,2018-10-02,3.1,,cz Viktoria Plzeň,Champions League,Group,,W 5-0,5,0,+5,65,5,0,0,0,3.1,3.1,+2.7,+2.7,2.6,1.8,+1.9,+1.9,+2.4,0.14,22,0.23,0.38,13,59.1,14.9,0,Match Report
